Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2021-06-24 09:09:40,false,"Seattle Running","5.15","265","00:38:59","130","158","2.6","145","179","7:35","4:51","56","50","0.91","--","--","--","--","--","--","0.0","--","--","5,830","26.0","No","00:38:59","1","29.0","--","--","--","00:38:43","00:40:01","1,176","1,214"
Running,2021-06-18 11:58:37,false,"Seattle Running","4.03","213","00:32:53","126","157","2.6","136","208","8:10","5:00","60","59","0.90","--","--","--","--","--","--","0.0","--","--","4,638","26.0","No","00:32:53","1","29.0","--","--","--","00:32:35","00:34:09","1,190","1,224"
Running,2021-06-17 12:06:46,false,"Seattle Running","4.83","255","00:37:14","133","161","2.6","142","173","7:42","5:04","68","62","0.91","--","--","--","--","--","--","0.0","--","--","5,434","27.0","No","00:37:14","1","30.0","--","--","--","00:37:06","00:37:34","1,179","1,223"
Running,2021-06-15 18:11:13,false,"Seattle Running","5.57","287","00:39:19","135","161","2.8","149","178","7:03","5:13","58","53","0.95","--","--","--","--","--","--","0.0","--","--","6,006","25.0","No","00:39:19","1","29.0","--","--","--","00:39:04","00:40:23","962","989"
Treadmill Running,2021-06-13 17:44:21,false,"Treadmill Running","3.26","192","00:34:07","120","150","2.3","116","168","10:28","5:24","--","--","0.81","--","--","--","--","--","--","0.0","--","--","4,406","26.0","No","00:03:38.2","4","28.0","--","--","--","00:27:44","00:34:07","--","--"
Treadmill Running,2021-06-11 17:37:38,false,"Treadmill Running","3.68","184","00:30:16","125","162","2.4","130","175","8:13","4:50","--","--","0.93","--","--","--","--","--","--","0.0","--","--","4,106","25.0","No","00:05:12.9","4","28.0","--","--","--","00:25:33","00:30:16","--","--"
Running,2021-06-09 18:09:16,false,"Seattle Running","4.90","262","00:34:13","141","159","3.1","151","235","6:59","4:47","34","35","0.94","--","--","--","--","--","--","0.0","--","--","5,592","23.0","No","00:34:13","1","29.0","--","--","--","00:33:59","00:38:30","1,171","1,196"
Running,2021-06-08 17:36:21,false,"Seattle Running","6.82","370","00:56:55","128","161","2.5","141","218","8:21","4:31","141","143","0.85","--","--","--","--","--","--","0.0","--","--","8,272","24.0","No","00:56:55","1","26.0","--","--","--","00:56:50","00:57:35","1,227","1,347"
Running,2021-06-03 17:06:44,false,"Seattle Running","4.92","244","00:43:52","117","146","2.2","134","235","8:55","5:27","44","44","0.83","--","--","--","--","--","--","0.0","--","--","5,940","26.0","No","00:02:42.5","7","33.0","--","--","--","00:43:40","00:45:01","1,197","1,220"
Running,2021-05-27 08:49:41,false,"Seattle Running","5.10","260","00:42:42","125","158","2.3","141","173","8:23","5:07","51","55","0.84","--","--","--","--","--","--","0.0","--","--","6,140","15.0","No","00:02:17.5","5","27.0","--","--","--","00:42:36","00:42:57","2,201","2,240"
Running,2021-05-25 17:41:57,false,"Seattle Running","5.06","274","00:31:20","149","161","3.6","165","173","6:11","5:00","10","12","0.98","--","--","--","--","--","--","0.0","--","--","5,204","22.0","No","00:31:20","1","28.0","--","--","--","00:31:12","00:31:58","2,232","2,239"
Running,2021-05-11 17:43:47,false,"Seattle Running","3.54","172","00:34:16","110","142","2.0","129","197","9:41","5:25","65","53","0.78","--","--","--","--","--","--","0.0","--","--","4,700","25.0","No","00:00:01.6","11","29.0","--","--","--","00:33:51","00:40:18","203","246"
Treadmill Running,2021-05-07 18:14:38,false,"Treadmill Running","3.87","225","00:40:04","122","156","2.3","101","180","10:21","4:39","--","--","0.96","--","--","--","--","--","--","0.0","--","--","4,266","22.0","No","00:07:13.4","4","26.0","--","--","--","00:27:35","00:42:48","--","--"
Running,2021-04-28 17:07:06,false,"Seattle Running","5.81","287","00:50:16","119","170","2.9","131","173","8:39","5:00","49","42","0.86","--","--","--","--","--","--","0.0","--","--","6,722","21.0","No","00:08:07.3","3","25.0","--","--","--","00:49:55","00:51:59","-9","12"
Running,2021-04-20 17:35:34,false,"Seattle Running","4.89","228","00:41:48","112","159","2.3","133","236","8:33","4:41","43","33","0.87","--","--","--","--","--","--","0.0","--","--","5,634","26.0","No","00:03:23.8","7","28.0","--","--","--","00:41:36","00:43:40","14","40"
Running,2021-04-19 12:45:02,false,"Seattle Running","3.12","144","00:30:13","114","160","2.0","119","246","9:42","4:42","63","58","0.87","--","--","--","--","--","--","0.0","--","--","3,838","26.0","No","00:03:02.2","8","28.0","--","--","--","00:29:52","00:32:20","-500","-500"
Running,2021-04-15 17:27:22,false,"Seattle Running","5.79","292","00:54:43","119","170","3.0","123","170","9:27","4:50","41","27","0.84","--","--","--","--","--","--","0.0","--","--","7,254","27.0","No","00:00:51.6","5","30.0","--","--","--","00:54:29","00:59:08","-196","-174"
Treadmill Running,2021-04-13 20:26:48,false,"Treadmill Running","2.42","169","00:31:01","116","154","2.0","102","116","12:49","9:39","--","--","0.77","--","--","--","--","--","--","0.0","--","--","3,322","24.0","No","00:06:16.7","3","26.0","--","--","--","00:27:23","00:31:01","--","--"
Treadmill Running,2021-04-09 16:50:01,false,"Treadmill Running","2.76","120","00:30:08","101","137","1.2","115","170","10:55","4:17","--","--","0.79","--","--","--","--","--","--","0.0","--","--","3,720","23.0","No","00:08:57.8","3","26.0","--","--","--","00:25:09","00:30:08","--","--"
Treadmill Running,2021-03-20 16:53:16,false,"Treadmill Running","1.46","89","00:31:54","87","141","0.3","74","160","21:49","8:12","--","--","0.62","--","--","--","--","--","--","0.0","--","--","2,790","25.0","No","00:13:54","2","27.0","--","--","--","00:19:06","00:31:54","--","--"
Treadmill Running,2021-02-23 17:17:42,false,"Treadmill Running","4.63","265","00:33:16","148","188","4.0","147","173","7:11","5:05","--","--","0.92","--","--","--","--","--","--","0.0","--","--","5,094","23.0","No","00:05:37.1","5","27.0","--","--","--","00:30:50","00:33:16","--","--"
Treadmill Running,2021-02-22 18:07:11,false,"Treadmill Running","1.37","111","00:30:05","96","135","0.5","82","197","21:54","5:34","--","--","0.55","--","--","--","--","--","--","0.0","--","--","2,906","25.0","No","00:10:19","2","29.0","--","--","--","00:21:41","00:30:05","--","--"
Running,2021-02-18 08:15:31,false,"Seattle Running","5.10","294","00:45:57","126","158","2.3","145","176","9:01","5:21","47","44","0.77","--","--","--","--","--","--","0.0","--","--","6,784","15.0","No","00:01:14.9","6","27.0","--","--","--","00:45:48","00:47:33","10","37"
Treadmill Running,2021-02-17 17:58:29,false,"Treadmill Running","2.20","177","00:28:32","119","143","2.2","124","171","12:56","8:07","--","--","0.62","--","--","--","--","--","--","0.0","--","--","3,802","24.0","No","00:03:43.2","3","26.0","--","--","--","00:22:08","00:28:32","--","--"
Treadmill Running,2021-02-16 17:44:36,false,"Treadmill Running","2.75","219","00:36:16","120","142","2.2","123","206","13:11","6:27","--","--","0.61","--","--","--","--","--","--","0.0","--","--","4,944","24.0","No","00:09:42.8","3","27.0","--","--","--","00:28:57","00:36:16","--","--"
Running,2021-02-15 17:43:17,false,"Seattle Running","1.95","119","00:31:17","96","126","0.7","89","170","16:01","9:01","--","7","0.72","--","--","--","--","--","--","0.0","--","--","3,520","25.0","No","00:14:12","2","27.0","--","--","--","00:31:14","00:31:39","1,679","1,683"
Treadmill Running,2021-02-12 17:09:58,false,"Treadmill Running","1.64","110","00:30:24","96","120","0.4","86","243","18:31","5:37","--","--","0.63","--","--","--","--","--","--","0.0","--","--","3,264","23.0","No","00:11:26","2","25.0","--","--","--","00:20:44","00:30:24","--","--"
Treadmill Running,2021-02-11 17:45:14,false,"Treadmill Running","3.52","233","00:34:03","125","149","2.5","134","170","9:40","6:28","--","--","0.77","--","--","--","--","--","--","0.0","--","--","4,826","22.0","No","00:05:41.2","4","27.0","--","--","--","00:28:02","00:34:03","--","--"
Treadmill Running,2021-02-09 19:37:24,false,"Treadmill Running","3.00","--","00:30:00","85","86","--","--","--","10:00","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","29.0","No","00:00:02.3","1","29.0","--","--","--","00:00:00","00:00:02.3","--","--"
Treadmill Running,2021-02-08 18:25:39,false,"Treadmill Running","3.01","207","00:32:25","125","164","2.8","122","215","10:47","5:56","--","--","0.73","--","--","--","--","--","--","0.0","--","--","4,410","23.0","No","00:01:55.8","4","28.0","--","--","--","00:25:26","00:32:25","--","--"
Trail Running,2021-02-06 15:45:28,false,"Seattle Trail Running","4.39","310","00:41:12","138","167","3.1","142","184","9:23","5:30","93","93","0.75","--","--","--","--","--","--","0.0","--","--","6,174","16.0","No","00:03:19.3","5","28.0","--","--","--","00:41:01","00:43:04","-500","-500"
Treadmill Running,2021-02-05 14:14:14,false,"Treadmill Running","4.14","259","00:41:18","129","164","3.3","103","197","9:58","5:08","--","--","0.85","--","--","--","--","--","--","0.0","--","--","4,644","23.0","No","00:05:31.6","5","27.0","--","--","--","00:27:50","00:41:18","--","--"
Treadmill Running,2021-02-01 18:12:54,false,"Treadmill Running","4.04","171","00:32:14","111","140","2.0","131","173","7:59","5:12","--","--","0.93","--","--","--","--","--","--","0.0","--","--","4,550","23.0","No","00:00:15.1","5","25.0","--","--","--","00:28:06","00:32:14","--","--"
Treadmill Running,2021-01-29 18:10:28,false,"Treadmill Running","1.92","147","00:31:07","106","125","1.0","90","134","16:14","8:21","--","--","0.69","--","--","--","--","--","--","0.0","--","--","3,374","23.0","No","00:13:27","2","26.0","--","--","--","00:23:12","00:31:07","--","--"
Running,2021-01-28 16:16:26,false,"Seattle Running","5.48","327","00:34:36","153","168","3.9","164","173","6:19","5:05","49","55","0.96","--","--","--","--","--","--","0.0","--","--","5,744","15.0","No","00:03:38.9","6","27.0","--","--","--","00:34:33","00:35:44","-500","-500"
Treadmill Running,2021-01-27 17:23:41,false,"Treadmill Running","3.96","225","00:30:14","130","152","3.0","146","174","7:38","4:35","--","--","0.89","--","--","--","--","--","--","0.0","--","--","4,522","24.0","No","00:06:25.1","4","27.0","--","--","--","00:28:50","00:30:14","--","--"
Treadmill Running,2021-01-26 18:19:50,false,"Treadmill Running","3.74","220","00:30:34","128","155","2.5","138","246","8:10","4:36","--","--","0.89","--","--","--","--","--","--","0.0","--","--","4,410","24.0","No","00:05:18.9","4","26.0","--","--","--","00:27:08","00:30:34","--","--"
Treadmill Running,2021-01-25 18:25:21,false,"Treadmill Running","3.47","198","00:31:10","120","148","2.3","124","246","8:59","5:14","--","--","0.86","--","--","--","--","--","--","0.0","--","--","4,202","23.0","No","00:05:55.5","4","26.0","--","--","--","00:25:30","00:31:10","--","--"
Running,2020-12-28 12:17:43,false,"Vail Running","5.80","363","00:40:57","148","172","3.3","162","176","7:04","5:40","76","73","0.87","--","--","--","--","--","--","0.0","--","--","6,726","18.0","No","00:05:41.7","6","28.0","--","--","--","00:40:49","00:41:46","-28","61"
Running,2020-12-22 08:22:45,false,"Seattle Running","6.67","385","00:40:28","151","180","3.6","162","219","6:04","4:44","52","65","1.02","--","--","--","--","--","--","0.0","--","--","6,766","11.0","No","00:04:11.0","7","28.0","--","--","--","00:40:06","00:42:01","-500","-500"
Treadmill Running,2020-12-21 17:38:25,false,"Treadmill Running","6.06","258","00:31:04","134","151","2.8","166","175","5:07","4:42","--","--","1.17","--","--","--","--","--","--","0.0","--","--","5,178","24.0","No","00:00:25.5","7","27.0","--","--","--","00:30:23","00:31:04","--","--"
Running,2020-12-18 15:52:40,false,"Seattle Running","5.25","295","00:31:25","147","167","3.3","168","184","5:59","4:28","73","68","0.99","--","--","--","--","--","--","0.0","--","--","5,380","16.0","No","00:01:38.5","6","25.0","--","--","--","00:31:05","00:32:37","12","54"
Running,2020-12-16 15:28:18,false,"Seattle Running","5.57","325","00:33:13","154","168","3.7","163","178","5:58","4:52","57","49","1.02","--","--","--","--","--","--","0.0","--","--","5,566","16.0","No","00:04:43.0","6","25.0","--","--","--","00:32:56","00:34:22","-500","-500"
Treadmill Running,2020-12-15 20:10:34,false,"Treadmill Running","5.76","297","00:31:55","144","158","3.3","164","173","5:32","5:01","--","--","1.11","--","--","--","--","--","--","0.0","--","--","5,232","23.0","No","00:05:01.5","6","27.0","--","--","--","00:30:47","00:31:55","--","--"
Running,2020-12-10 12:28:44,false,"Seattle Running","5.13","298","00:30:01","154","166","3.6","169","178","5:51","4:33","59","50","1.02","--","--","--","--","--","--","0.0","--","--","5,092","12.0","No","00:01:10.4","6","26.0","--","--","--","00:29:53","00:30:07","17","64"
Treadmill Running,2020-12-09 17:33:01,false,"Treadmill Running","5.94","297","00:32:55","142","158","3.4","154","171","5:32","4:28","--","--","1.16","--","--","--","--","--","--","0.0","--","--","5,154","22.0","No","00:04:52.4","6","25.0","--","--","--","00:31:38","00:32:55","--","--"
Running,2020-12-08 15:46:27,false,"Seattle Running","5.51","312","00:33:16","147","166","3.4","166","176","6:02","4:41","55","58","1.00","--","--","--","--","--","--","0.0","--","--","5,604","17.0","No","00:03:51.6","6","24.0","--","--","--","00:33:00","00:35:26","-63","-35"
Treadmill Running,2020-12-07 18:38:00,false,"Treadmill Running","5.42","238","00:30:40","129","160","2.9","154","216","5:39","4:10","--","--","1.14","--","--","--","--","--","--","0.0","--","--","4,800","23.0","No","00:01:58.8","6","26.0","--","--","--","00:28:34","00:30:40","--","--"
Treadmill Running,2020-12-03 17:12:43,false,"Treadmill Running","3.01","231","00:48:51","108","133","0.9","84","136","16:14","5:51","--","--","0.71","--","--","--","--","--","--","0.0","--","--","4,994","24.0","No","00:01:55.1","4","28.0","--","--","--","00:32:44","00:48:51","--","--"
Treadmill Running,2020-11-30 18:33:59,false,"Treadmill Running","4.62","288","01:05:11","106","141","1.2","99","221","14:07","5:36","--","--","0.72","--","--","--","--","--","--","0.0","--","--","7,104","22.0","No","00:11:38","5","27.0","--","--","--","00:51:25","01:05:11","--","--"
Treadmill Running,2020-11-28 15:35:05,false,"Treadmill Running","10.19","669","02:01:21","123","161","3.2","113","223","11:54","5:48","--","--","0.74","--","--","--","--","--","--","0.0","--","--","14,854","23.0","No","00:02:27.5","11","29.0","--","--","--","01:44:44","02:01:21","--","--"
Treadmill Running,2020-11-17 18:02:47,false,"Treadmill Running","2.64","235","01:01:00","100","139","0.5","79","160","23:05","8:03","--","--","0.55","--","--","--","--","--","--","0.0","--","--","6,062","24.0","No","00:16:31","3","26.0","--","--","--","00:35:34","01:01:00","--","--"
Treadmill Running,2020-11-16 17:51:47,false,"Treadmill Running","4.20","251","01:01:42","102","123","0.4","106","137","14:43","8:40","--","--","0.63","--","--","--","--","--","--","0.0","--","--","6,970","23.0","No","00:05:09.4","5","27.0","--","--","--","00:50:42","01:01:42","--","--"
Running,2020-11-14 13:34:41,false,"Seattle Running","9.04","428","00:51:19","142","163","3.1","171","192","5:40","4:01","122","107","1.05","--","--","--","--","--","--","0.0","--","--","8,718","14.0","No","00:01:02.8","10","28.0","--","--","--","00:50:58","00:54:07","12","64"
Running,2020-11-13 12:02:13,false,"Seattle Running","6.62","382","00:40:19","149","171","3.4","175","192","6:05","4:35","148","160","0.94","--","--","--","--","--","--","0.0","--","--","7,112","16.0","No","00:03:30.0","7","25.0","--","--","--","00:40:14","00:40:19","20","139"
Running,2020-11-11 12:16:35,false,"Seattle Running","10.02","525","00:53:15","156","173","4.0","178","211","5:19","4:08","55","57","1.06","--","--","--","--","--","--","0.0","--","--","9,538","15.0","No","00:00:17.2","11","26.0","--","--","--","00:52:46","00:59:26","9","36"
Treadmill Running,2020-11-10 20:06:18,false,"Treadmill Running","3.38","243","00:31:47","134","163","2.5","125","246","9:24","4:27","--","--","0.74","--","--","--","--","--","--","0.0","--","--","4,174","23.0","No","00:09:56.1","3","26.0","--","--","--","00:27:09","00:31:47","--","--"
Running,2020-11-09 16:14:36,false,"Seattle Running","6.26","319","00:33:33","150","167","3.4","173","187","5:22","3:57","67","70","1.08","--","--","--","--","--","--","0.0","--","--","5,836","14.0","No","00:01:39.5","7","26.0","--","--","--","00:33:26","00:35:01","-13","13"
Running,2020-11-06 13:59:34,false,"Seattle Running","6.21","371","00:38:15","152","169","3.6","170","199","6:10","4:25","126","125","0.96","--","--","--","--","--","--","0.0","--","--","6,672","17.0","No","00:01:10.7","7","28.0","--","--","--","00:37:58","00:39:27","32","144"
Treadmill Running,2020-11-04 18:03:11,false,"Treadmill Running","4.31","275","00:29:31","144","162","3.2","161","189","6:50","4:08","--","--","0.91","--","--","--","--","--","--","0.0","--","--","4,890","25.0","No","00:02:03.3","5","28.0","--","--","--","00:27:16","00:29:31","--","--"
Running,2020-11-03 13:55:05,false,"Seattle Running","14.85","789","01:36:57","141","164","3.1","162","246","6:32","4:16","147","159","0.94","--","--","--","--","--","--","0.0","--","--","16,034","19.0","No","00:04:59.9","15","28.0","--","--","--","01:36:04","01:39:36","-500","-500"
Treadmill Running,2020-11-02 18:07:28,false,"Treadmill Running","2.90","196","00:45:20","100","136","1.1","97","249","15:37","4:13","--","--","0.65","--","--","--","--","--","--","0.0","--","--","5,134","23.0","No","00:11:01","3","26.0","--","--","--","00:32:57","00:45:20","--","--"
Treadmill Running,2020-10-29 13:56:50,false,"Treadmill Running","2.04","133","00:23:50","116","151","1.9","104","175","11:41","5:35","--","--","0.82","--","--","--","--","--","--","0.0","--","--","2,682","22.0","No","00:00:40.6","3","25.0","--","--","--","00:16:21","00:23:50","--","--"
Running,2020-10-28 17:29:44,false,"Seattle Running","10.15","528","01:02:16","142","179","3.1","168","246","6:08","4:24","116","110","0.97","--","--","--","--","--","--","0.0","--","--","10,622","19.0","No","00:02:12.6","11","27.0","--","--","--","01:02:03","01:03:25","5","56"
Running,2020-10-26 17:34:19,false,"Seattle Running","5.53","284","00:33:45","139","157","2.8","168","184","6:06","4:58","57","53","0.97","--","--","--","--","--","--","0.0","--","--","5,770","19.0","No","00:04:22.4","6","26.0","--","--","--","00:33:30","00:34:38","12","37"
Running,2020-10-23 08:02:49,false,"Seattle Running","10.87","567","01:04:53","147","166","3.6","167","241","5:58","4:23","63","64","1.00","--","--","--","--","--","--","0.0","--","--","11,020","11.0","No","00:05:17.0","11","27.0","--","--","--","01:04:39","01:08:14","7","35"
Running,2020-10-21 17:12:56,false,"Seattle Running","12.01","577","01:08:16","145","174","3.3","166","211","5:41","4:04","113","113","1.06","--","--","--","--","--","--","0.0","--","--","11,542","15.0","No","00:00:06.0","13","24.0","--","--","--","01:07:49","01:19:01","14","85"
Trail Running,2020-10-19 07:50:30,false,"Chelan County Trail Running","9.73","680","01:34:43","141","170","3.3","128","246","9:44","4:21","413","425","0.80","--","--","--","--","--","--","0.0","--","--","14,466","16.0","No","00:05:52.2","10","26.0","--","--","--","01:32:40","01:55:07","683","1,105"
Trail Running,2020-10-16 16:04:37,false,"Chelan County Trail Running","9.43","636","01:24:26","150","178","4.2","144","194","8:57","4:11","551","564","0.77","--","--","--","--","--","--","0.0","--","--","12,628","19.0","No","00:03:08.1","10","28.0","--","--","--","01:23:47","01:35:23","34","590"
Running,2020-10-15 07:47:50,false,"Seattle Running","10.22","565","01:02:07","153","172","4.0","166","184","6:05","4:34","51","57","1.01","--","--","--","--","--","--","0.0","--","--","10,458","17.0","No","00:03:18.1","11","26.0","--","--","--","01:01:52","01:03:29","9","36"
Running,2020-10-13 17:14:34,false,"Seattle Running","11.50","586","01:05:30","152","181","3.6","165","246","5:42","0:53","108","119","1.07","--","--","--","--","--","--","0.0","--","--","11,246","18.0","No","00:03:52.0","12","24.0","--","--","--","01:04:17","01:21:54","-500","-500"
Running,2020-10-09 12:29:56,false,"Seattle Running","5.14","299","00:31:09","156","175","3.6","167","183","6:04","4:47","57","52","0.98","--","--","--","--","--","--","0.0","--","--","5,252","21.0","No","00:02:09.9","6","27.0","--","--","--","00:31:00","00:31:29","13","54"
Running,2020-10-08 17:21:35,false,"Seattle Running","10.95","562","01:01:16","152","168","4.3","171","197","5:36","3:13","62","67","1.04","--","--","--","--","--","--","0.0","--","--","10,570","22.0","No","00:05:10.0","11","26.0","--","--","--","01:01:02","01:03:39","18","43"
Running,2020-10-07 07:55:37,false,"Seattle Running","5.63","335","00:35:36","153","171","3.7","166","178","6:19","2:58","42","57","0.95","--","--","--","--","--","--","0.0","--","--","6,062","19.0","No","00:04:54.8","6","27.0","--","--","--","00:35:25","00:36:29","10","36"
Running,2020-10-02 12:59:42,false,"Seattle Running","5.17","270","00:29:26","148","168","3.4","170","184","5:42","4:12","62","58","1.03","--","--","--","--","--","--","0.0","--","--","5,112","22.0","No","00:01:26.8","6","27.0","--","--","--","00:29:16","00:30:38","12","57"
Running,2020-09-30 18:02:06,false,"Seattle Running","10.90","607","01:05:25","152","170","4.2","168","183","6:00","3:23","58","57","0.99","--","--","--","--","--","--","0.0","--","--","11,044","24.0","No","00:05:30.1","11","29.0","--","--","--","01:05:11","01:06:05","13","35"
Running,2020-09-28 08:09:36,false,"Seattle Running","5.52","316","00:33:52","152","169","3.6","167","178","6:08","4:44","53","50","0.97","--","--","--","--","--","--","0.0","--","--","5,716","18.0","No","00:03:47.3","6","28.0","--","--","--","00:33:39","00:34:37","10","37"
Running,2020-09-25 18:21:54,false,"Seattle Running","6.56","378","00:42:53","145","164","3.6","163","202","6:32","4:41","121","128","0.94","--","--","--","--","--","--","0.0","--","--","7,186","19.0","No","00:03:29.0","7","24.0","--","--","--","00:42:16","00:45:07","49","159"
Running,2020-09-23 07:43:03,false,"Seattle Running","8.76","502","00:55:27","147","166","4.0","167","199","6:20","4:33","97","95","0.95","--","--","--","--","--","--","0.0","--","--","9,374","20.0","No","00:04:56.7","9","26.0","--","--","--","00:55:11","00:57:16","11","57"
Running,2020-09-21 17:53:34,false,"Seattle Running","4.99","271","00:29:50","145","170","3.4","163","176","5:58","4:35","42","40","1.03","--","--","--","--","--","--","0.0","--","--","4,962","24.0","No","00:05:37.9","5","27.0","--","--","--","00:29:35","00:31:35","92","117"
Running,2020-09-07 11:08:04,false,"Seattle Running","8.79","465","00:54:41","141","167","3.2","168","178","6:13","4:42","113","110","0.96","--","--","--","--","--","--","0.0","--","--","9,334","25.0","No","00:05:43.1","9","30.0","--","--","--","00:54:29","00:57:41","15","53"
Running,2020-09-04 12:21:19,false,"Seattle Running","5.13","289","00:30:05","152","167","3.4","168","186","5:52","4:40","44","43","1.01","--","--","--","--","--","--","0.0","--","--","5,126","27.0","No","00:01:29.6","6","31.0","--","--","--","00:29:57","00:30:17","13","40"
Running,2020-09-03 18:12:32,false,"Seattle Running","10.40","536","01:02:36","143","161","3.3","170","181","6:01","4:54","54","46","0.98","--","--","--","--","--","--","0.0","--","--","10,656","28.0","No","00:03:20.4","11","29.0","--","--","--","01:02:30","01:02:51","1","25"
Running,2020-09-02 08:03:30,false,"Seattle Running","5.67","285","00:45:34","118","147","2.2","142","178","8:02","4:49","53","52","0.86","--","--","--","--","--","--","0.0","--","--","6,724","23.0","No","00:05:48.0","6","28.0","--","--","--","00:45:12","00:49:29","14","37"
Running,2020-08-28 12:42:42,false,"Seattle Running","6.08","360","00:40:18","148","170","3.5","166","211","6:38","4:04","80","78","0.91","--","--","--","--","--","--","0.0","--","--","6,890","25.0","No","00:00:40.6","7","30.0","--","--","--","00:39:50","00:41:11","13","38"
Running,2020-08-26 17:25:13,false,"Seattle Running","10.86","605","01:04:40","152","174","4.2","169","207","5:57","4:35","61","59","0.99","--","--","--","--","--","--","0.0","--","--","10,964","26.0","No","00:05:08.7","11","29.0","--","--","--","01:04:21","01:10:31","10","35"
Running,2020-08-21 12:35:53,false,"Seattle Running","5.89","319","00:39:01","138","162","3.0","158","184","6:37","4:27","119","121","0.95","--","--","--","--","--","--","0.0","--","--","6,378","24.0","No","00:05:13.4","6","27.0","--","--","--","00:38:47","00:39:50","15","118"
Running,2020-08-19 07:52:43,false,"Seattle Running","10.93","577","01:13:08","141","161","3.8","161","197","6:41","4:53","54","59","0.92","--","--","--","--","--","--","0.0","--","--","11,894","23.0","No","00:05:41.6","11","28.0","--","--","--","01:12:54","01:14:51","11","37"
Running,2020-08-18 18:26:12,false,"Seattle Running","5.92","307","00:35:47","142","161","3.2","170","192","6:03","4:29","54","124","0.98","--","--","--","--","--","--","0.0","--","--","6,184","26.0","No","00:05:20.7","6","30.0","--","--","--","00:35:28","00:37:35","-500","-475"
Running,2020-08-17 08:14:22,false,"Seattle Running","4.89","240","00:37:18","123","146","2.1","140","178","7:38","4:45","32","42","0.94","--","--","--","--","--","--","0.0","--","--","5,628","25.0","No","00:06:06.6","5","28.0","--","--","--","00:36:53","00:38:58","-500","-500"
Running,2020-08-14 12:46:25,false,"Seattle Running","6.18","374","00:43:23","147","174","3.4","154","178","7:01","4:41","137","131","0.93","--","--","--","--","--","--","0.0","--","--","6,800","25.0","No","00:01:42.8","7","30.0","--","--","--","00:43:14","00:43:52","20","138"
Running,2020-08-12 07:48:47,false,"Seattle Running","10.40","556","01:00:11","150","166","3.8","171","181","5:47","4:33","55","56","1.01","--","--","--","--","--","--","0.0","--","--","10,334","19.0","No","00:02:55.7","11","26.0","--","--","--","01:00:00","01:00:35","-500","-500"
Running,2020-08-07 12:15:01,false,"Seattle Running","5.73","332","00:36:54","150","178","3.2","156","176","6:26","4:01","69","75","0.99","--","--","--","--","--","--","0.0","--","--","6,004","24.0","No","00:05:39.4","6","29.0","--","--","--","00:36:32","00:38:44","13","53"
Running,2020-08-04 17:19:20,false,"Seattle Running","5.88","302","00:38:24","135","162","2.7","155","229","6:32","4:24","61","70","0.99","--","--","--","--","--","--","0.0","--","--","6,236","28.0","No","00:05:34.5","6","32.0","--","--","--","00:38:01","00:39:59","166","196"
Running,2020-08-03 18:25:01,false,"Seattle Running","9.96","493","01:00:40","142","162","3.4","162","227","6:06","4:20","54","47","1.01","--","--","--","--","--","--","0.0","--","--","10,218","28.0","No","00:05:19.0","10","29.0","--","--","--","01:00:10","01:04:26","164","189"
Running,2020-07-31 07:55:19,false,"Seattle Running","10.46","567","01:09:58","142","166","3.4","155","184","6:41","4:41","121","140","0.96","--","--","--","--","--","--","0.0","--","--","11,330","23.0","No","00:03:55.5","11","29.0","--","--","--","01:09:22","01:15:05","155","201"
Running,2020-07-29 08:09:36,false,"Seattle Running","6.41","350","00:42:06","140","164","3.1","161","182","6:34","4:52","56","59","0.94","--","--","--","--","--","--","0.0","--","--","7,040","22.0","No","00:04:16.7","7","26.0","--","--","--","00:41:45","00:46:33","160","185"
Running,2020-07-28 08:02:58,false,"Seattle Running","5.02","275","00:30:38","145","168","3.1","164","192","6:06","2:49","38","42","1.00","--","--","--","--","--","--","0.0","--","--","5,246","23.0","No","00:00:08.6","6","29.0","--","--","--","00:30:11","00:40:20","150","173"
Running,2020-07-21 20:40:52,false,"Seattle Running","5.90","327","00:39:24","142","161","3.1","154","220","6:41","4:30","62","64","0.97","--","--","--","--","--","--","0.0","--","--","6,200","26.0","No","00:05:38.3","6","31.0","--","--","--","00:39:08","00:40:45","-500","-500"
Running,2020-07-16 17:57:43,false,"Seattle Running","10.62","547","01:05:05","142","177","3.4","164","184","6:08","1:40","101","93","1.00","--","--","--","--","--","--","0.0","--","--","10,990","25.0","No","00:05:23.1","11","28.0","--","--","--","01:04:18","01:15:11","-8","84"
Running,2020-07-14 18:17:06,false,"Seattle Running","7.02","408","00:44:52","149","165","3.5","162","224","6:24","4:19","113","109","0.96","--","--","--","--","--","--","0.0","--","--","7,366","26.0","No","00:00:10.2","8","29.0","--","--","--","00:44:27","00:46:36","43","117"
